item_id,project_id,category,sub_category,item_name,unit,quantity,rate_per_unit_inr,amount_inr
ITM021597,PRJ0674,Electrical,DG Set,Diesel generator set (backup),nos,1.0,690768.25,690768.25
ITM021602,PRJ0674,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,833998.91,833998.91
ITM021605,PRJ0674,Electrical,Switchgear,Main LT panel (custom),nos,1.0,117031.55,117031.55
ITM021606,PRJ0674,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,25.0,10043.68,251092.0
ITM021613,PRJ0675,Civil,Earthwork,Backfilling with excavated earth,cum,4209.92,189.51,797821.94
ITM021618,PRJ0675,Civil,Flooring,Vitrified tile flooring,sqm,320329.78,1261.81,404195319.7
ITM021620,PRJ0675,Civil,Plastering,Internal cement plaster 12mm,sqm,1001781.67,204.54,204904422.78
ITM021625,PRJ0675,Civil,Masonry,AAC block masonry (200mm),sqm,140550.89,715.96,100628815.2
ITM021635,PRJ0675,Electrical,Lighting,LED panel light 18W,nos,3719.0,556.62,2070069.78
ITM021637,PRJ0675,Electrical,Lighting,LED street/flood light 50W,nos,469.0,1837.7,861881.3
ITM021640,PRJ0675,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,18.0,61671.82,1110092.76
ITM021650,PRJ0676,Civil,Masonry,AAC block masonry (200mm),sqm,22577.4,565.48,12767068.15
ITM021655,PRJ0676,Electrical,Lighting,LED panel light 18W,nos,626.0,523.11,327466.86
ITM021676,PRJ0676,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,3.0,49070.84,147212.52
ITM021678,PRJ0677,Civil,Roofing,RCC roof slab with waterproofing,sqm,33492.96,1999.51,66969508.45
ITM021683,PRJ0677,Civil,Masonry,AAC block masonry (200mm),sqm,12485.63,728.32,9093534.04
ITM021686,PRJ0677,Civil,Earthwork,Excavation for foundation,cum,544.19,217.87,118562.68
ITM021689,PRJ0677,Civil,Flooring,Granite flooring,sqm,6106.3,3726.19,22753234.0
ITM021690,PRJ0677,Civil,Painting,Exterior weatherproof paint,sqm,30291.87,139.14,4214810.79
ITM021698,PRJ0677,Electrical,Switchgear,MCB distribution board (8-way),nos,52.0,2438.02,126777.04
ITM021710,PRJ0677,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,33.0,6967.29,229920.57
ITM021712,PRJ0677,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,6062.14,227.61,1379803.69
ITM021715,PRJ0678,Civil,Structural Steel,Structural steel fabrication & erection,kg,176109.13,109.15,19222311.54
ITM021722,PRJ0678,Civil,Flooring,Granite flooring,sqm,18635.15,2458.52,45814888.98
ITM021726,PRJ0678,Electrical,Switchgear,Main LT panel (custom),nos,1.0,103953.19,103953.19
ITM021729,PRJ0678,Electrical,DG Set,Diesel generator set (backup),nos,1.0,693821.98,693821.98
ITM021741,PRJ0678,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,63927.78,60.63,3875941.3
ITM021748,PRJ0679,Civil,Earthwork,Backfilling with excavated earth,cum,2185.7,143.41,313451.24
ITM021754,PRJ0679,Civil,Plastering,External cement plaster 20mm,sqm,246773.65,212.83,52520835.93
ITM021759,PRJ0679,Civil,Masonry,AAC block masonry (200mm),sqm,71646.22,567.43,40654214.61
ITM021775,PRJ0679,Electrical,Switchgear,MCB distribution board (8-way),nos,246.0,1909.95,469847.7
ITM021780,PRJ0679,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,176.0,10848.37,1909313.12
ITM021795,PRJ0680,Civil,Masonry,AAC block masonry (200mm),sqm,120518.47,648.5,78156227.8
ITM021797,PRJ0680,Civil,Painting,Interior emulsion paint (2 coats),sqm,490182.87,98.08,48077135.89
ITM021798,PRJ0680,Civil,Flooring,Vitrified tile flooring,sqm,194785.31,1205.74,234860439.68
ITM021800,PRJ0680,Electrical,Switchgear,Main LT panel (custom),nos,3.0,87681.46,263044.38
ITM021805,PRJ0680,Electrical,Sockets and Switches,Modular switch/socket points,nos,3322.0,335.43,1114298.46
ITM021813,PRJ0680,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,23.0,33289.67,765662.41
ITM021820,PRJ0681,Civil,Concrete,RCC M25 for footings/columns,cum,4396.98,8052.56,35406945.27
ITM021821,PRJ0681,Civil,Structural Steel,Structural steel fabrication & erection,kg,210299.53,100.1,21050982.95
ITM021822,PRJ0681,Civil,Plastering,External cement plaster 20mm,sqm,137844.02,224.33,30922549.01
ITM021827,PRJ0681,Civil,Painting,Interior emulsion paint (2 coats),sqm,260132.41,115.53,30053097.33
ITM021828,PRJ0681,Civil,Earthwork,Excavation for foundation,cum,2715.85,230.76,626709.55
ITM021836,PRJ0681,Electrical,Switchgear,MCCB panel 200A,nos,9.0,19619.56,176576.04
ITM021838,PRJ0681,Electrical,DG Set,Diesel generator set (backup),nos,1.0,488920.81,488920.81
ITM021846,PRJ0682,Civil,Reinforcement,TMT steel bars Fe 500,kg,12285.54,64.06,787011.69
ITM021848,PRJ0682,Civil,Concrete,RCC M25 for footings/columns,cum,93.43,7363.95,688013.85
ITM021850,PRJ0682,Civil,Structural Steel,Structural steel fabrication & erection,kg,9860.64,94.37,930548.6
ITM021854,PRJ0682,Civil,Concrete,RCC M25 for slabs/beams,cum,112.05,8734.41,978690.64
ITM021856,PRJ0682,Civil,Plastering,External cement plaster 20mm,sqm,3209.96,260.61,836547.68
ITM021862,PRJ0682,Electrical,Switchgear,MCCB panel 200A,nos,1.0,24968.99,24968.99
ITM021867,PRJ0682,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,3.0,4929.11,14787.33
ITM021873,PRJ0683,Civil,Earthwork,Backfilling with excavated earth,cum,794.2,160.7,127627.94
ITM021874,PRJ0683,Civil,Concrete,RCC M25 for slabs/beams,cum,2411.95,10772.47,25982659.02
ITM021885,PRJ0683,Electrical,Switchgear,Main LT panel (custom),nos,1.0,99755.74,99755.74
ITM021888,PRJ0683,Electrical,Lighting,LED street/flood light 50W,nos,70.0,2346.76,164273.2
ITM021892,PRJ0683,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,57.0,8375.72,477416.04
ITM021895,PRJ0683,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,16565.48,220.43,3651528.76
ITM021899,PRJ0684,Civil,Flooring,Granite flooring,sqm,6232.46,2351.99,14658683.6
ITM021901,PRJ0684,Civil,Painting,Exterior weatherproof paint,sqm,30471.92,129.39,3942761.73
ITM021902,PRJ0684,Civil,Doors and Windows,Aluminium windows with glazing,sqm,2308.5,4871.48,11245811.58
ITM021904,PRJ0684,Civil,Structural Steel,Structural steel fabrication & erection,kg,110380.54,107.14,11826171.06
ITM021918,PRJ0684,Electrical,Lighting,LED street/flood light 50W,nos,38.0,2689.98,102219.24
ITM021922,PRJ0684,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,4.0,32710.1,130840.4
ITM021924,PRJ0684,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,632493.88,632493.88
ITM021938,PRJ0685,Civil,Masonry,AAC block masonry (200mm),sqm,27491.33,531.06,14599545.71
ITM021945,PRJ0685,Civil,Painting,Exterior weatherproof paint,sqm,86233.76,119.05,10266129.13
ITM021948,PRJ0685,Electrical,Lighting,LED street/flood light 50W,nos,145.0,2181.78,316358.1
ITM021953,PRJ0685,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,40942.12,41.96,1717931.36
ITM021959,PRJ0685,Electrical,Earthing,Earthing pit with GI strip,nos,29.0,4704.32,136425.28
ITM021966,PRJ0685,Plumbing,Pumps,Centrifugal water pump set,nos,4.0,22341.92,89367.68
ITM021967,PRJ0685,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,11647.83,235.32,2740967.36
ITM021970,PRJ0686,Civil,Earthwork,Backfilling with excavated earth,cum,3513.72,180.06,632680.42
ITM021999,PRJ0687,Civil,Plastering,Internal cement plaster 12mm,sqm,346502.99,247.74,85842650.74
ITM022010,PRJ0687,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2570.74,5685.37,14615608.07
ITM022012,PRJ0687,Civil,Plastering,External cement plaster 20mm,sqm,163374.88,377.43,61662580.96
ITM022021,PRJ0687,Electrical,Lighting,Emergency exit light,nos,103.0,1339.69,137988.07
ITM022024,PRJ0687,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,78289.44,469736.64
ITM022030,PRJ0688,Civil,Plastering,Internal cement plaster 12mm,sqm,277126.76,218.84,60646420.16
ITM022034,PRJ0688,Civil,Concrete,RCC M25 for footings/columns,cum,3748.92,9747.72,36543422.46
ITM022050,PRJ0688,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,23631.06,359.02,8484023.16
ITM022060,PRJ0689,Civil,Painting,Interior emulsion paint (2 coats),sqm,50246.14,124.66,6263683.81
ITM022061,PRJ0689,Civil,Reinforcement,TMT steel bars Fe 500,kg,96531.94,66.26,6396206.34
ITM022063,PRJ0689,Civil,Flooring,Granite flooring,sqm,4174.9,3526.53,14722910.1
ITM022066,PRJ0689,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,260.94,5299.92,1382961.12
ITM022068,PRJ0689,Civil,Structural Steel,Structural steel fabrication & erection,kg,46846.97,131.41,6156160.33
ITM022072,PRJ0689,Electrical,Cable Trays,GI perforated cable tray,meter,1603.26,552.12,885191.91
ITM022078,PRJ0689,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,19839.17,31.12,617394.97
ITM022090,PRJ0690,Civil,Masonry,AAC block masonry (200mm),sqm,199518.09,553.78,110489127.88
ITM022103,PRJ0690,Electrical,Switchgear,Main LT panel (custom),nos,4.0,167329.81,669319.24
ITM022107,PRJ0690,Electrical,Lighting,LED panel light 18W,nos,7078.0,422.41,2989817.98
ITM022112,PRJ0690,Electrical,Earthing,Earthing pit with GI strip,nos,151.0,4151.7,626906.7
ITM022113,PRJ0690,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,105570.37,172.05,18163382.16
ITM022114,PRJ0690,Plumbing,Pumps,Centrifugal water pump set,nos,22.0,28375.56,624262.32
ITM022121,PRJ0691,Civil,Painting,Interior emulsion paint (2 coats),sqm,81022.29,141.89,11496252.73
ITM022129,PRJ0691,Civil,Concrete,RCC M25 for footings/columns,cum,1332.19,10621.71,14150135.84
ITM022134,PRJ0691,Civil,Plastering,Internal cement plaster 12mm,sqm,58290.86,240.27,14005544.93
ITM022136,PRJ0691,Civil,Flooring,Granite flooring,sqm,4644.1,3040.01,14118110.44
ITM022137,PRJ0691,Electrical,Lighting,LED panel light 18W,nos,312.0,673.08,210000.96
ITM022141,PRJ0691,Electrical,Lighting,Emergency exit light,nos,22.0,1177.64,25908.08
ITM022154,PRJ0691,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,7478.7,386.89,2893434.24
ITM022166,PRJ0692,Civil,Plastering,Internal cement plaster 12mm,sqm,56130.67,294.4,16524869.25
ITM022167,PRJ0692,Civil,Concrete,RCC M25 for footings/columns,cum,703.42,10467.75,7363224.7
ITM022170,PRJ0692,Civil,Reinforcement,TMT steel bars Fe 500,kg,124232.84,85.38,10606999.88
ITM022171,PRJ0692,Electrical,Lighting,LED panel light 18W,nos,304.0,634.08,192760.32
ITM022185,PRJ0692,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,7336.54,234.4,1719684.98
ITM022187,PRJ0692,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,5028.91,317.14,1594868.52
ITM022190,PRJ0693,Civil,Plastering,Internal cement plaster 12mm,sqm,65198.6,205.39,13391140.45
ITM022194,PRJ0693,Civil,Painting,Exterior weatherproof paint,sqm,41208.32,135.95,5602271.1
ITM022208,PRJ0693,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,16238.09,58.77,954312.55
ITM022212,PRJ0693,Electrical,Lighting,LED street/flood light 50W,nos,70.0,2473.41,173138.7
ITM022248,PRJ0694,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,559140.34,559140.34
ITM022257,PRJ0695,Civil,Doors and Windows,Aluminium windows with glazing,sqm,7834.91,4856.76,38052277.49
ITM022258,PRJ0695,Civil,Roofing,RCC roof slab with waterproofing,sqm,107563.97,1159.89,124762373.16
ITM022262,PRJ0695,Civil,Structural Steel,Structural steel fabrication & erection,kg,242275.07,123.94,30027572.18
ITM022264,PRJ0695,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,51133.03,619.63,31683559.38
ITM022266,PRJ0695,Civil,Doors and Windows,Flush doors with frame,nos,92.0,12116.62,1114729.04
ITM022271,PRJ0695,Civil,Painting,Interior emulsion paint (2 coats),sqm,244479.48,122.26,29890061.22
ITM022288,PRJ0695,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,162542.07,28.87,4692589.56
ITM022290,PRJ0695,Electrical,Cable Trays,GI perforated cable tray,meter,6494.69,480.61,3121412.96
ITM022292,PRJ0695,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,24681.81,201.63,4976593.35
ITM022298,PRJ0696,Civil,Masonry,AAC block masonry (200mm),sqm,112154.7,603.29,67661808.96
ITM022301,PRJ0696,Civil,Roofing,RCC roof slab with waterproofing,sqm,224055.08,1342.77,300854439.77
ITM022308,PRJ0696,Civil,Doors and Windows,Aluminium windows with glazing,sqm,22968.46,5190.73,119223074.38
ITM022311,PRJ0696,Electrical,Lighting,LED panel light 18W,nos,3523.0,599.69,2112707.87
ITM022313,PRJ0696,Electrical,Lighting,LED street/flood light 50W,nos,377.0,2525.25,952019.25
ITM022314,PRJ0696,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,126456.71,47.61,6020603.96
ITM022315,PRJ0696,Electrical,Switchgear,MCCB panel 200A,nos,18.0,26485.44,476737.92
ITM022319,PRJ0696,Electrical,Cable Trays,GI perforated cable tray,meter,22453.59,540.72,12141105.18
ITM022327,PRJ0696,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,333.0,4502.91,1499469.03
ITM022330,PRJ0697,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,10450.35,481.36,5030380.48
ITM022341,PRJ0697,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,34028.58,55.98,1904919.91
ITM022342,PRJ0697,Electrical,Lighting,LED street/flood light 50W,nos,158.0,2223.24,351271.92
ITM022348,PRJ0697,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1276.15,1354.89,1729042.87
ITM022349,PRJ0697,Electrical,Lighting,Emergency exit light,nos,91.0,1403.88,127753.08
ITM022350,PRJ0697,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,20434.83,278.37,5688443.63
ITM022355,PRJ0697,Plumbing,Pumps,Centrifugal water pump set,nos,4.0,23427.19,93708.76
ITM022383,PRJ0698,Electrical,Switchgear,MCCB panel 200A,nos,17.0,21221.33,360762.61
ITM022393,PRJ0699,Civil,Reinforcement,TMT steel bars Fe 500,kg,552002.45,66.17,36526002.12
ITM022396,PRJ0699,Civil,Masonry,AAC block masonry (200mm),sqm,29737.92,639.14,19006694.19
ITM022400,PRJ0699,Civil,Concrete,RCC M25 for footings/columns,cum,3082.05,8383.93,25839691.46
ITM022405,PRJ0699,Electrical,Cable Trays,GI perforated cable tray,meter,5850.39,508.4,2974338.28
ITM022415,PRJ0699,Electrical,Switchgear,Main LT panel (custom),nos,1.0,134991.24,134991.24
ITM022416,PRJ0699,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,8.0,31735.4,253883.2
ITM022425,PRJ0700,Civil,Doors and Windows,Flush doors with frame,nos,1.0,10794.97,10794.97
ITM022432,PRJ0700,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,86.29,419.78,36222.82
ITM022437,PRJ0700,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,712.66,58.71,41840.27
ITM022458,PRJ0701,Civil,Flooring,Vitrified tile flooring,sqm,135770.93,969.98,131695086.68
ITM022460,PRJ0701,Civil,Plastering,Internal cement plaster 12mm,sqm,397820.94,183.43,72972295.02
ITM022466,PRJ0701,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,93030.34,51.23,4765944.32
ITM022468,PRJ0701,Electrical,Switchgear,MCB distribution board (8-way),nos,208.0,2468.88,513527.04
ITM022478,PRJ0701,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,6.0,70556.88,423341.28
ITM022479,PRJ0702,Civil,Plastering,External cement plaster 20mm,sqm,3312.96,365.92,1212278.32
ITM022486,PRJ0702,Civil,Roofing,RCC roof slab with waterproofing,sqm,2791.28,1851.85,5169031.87
ITM022491,PRJ0702,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,23.86,5557.49,132601.71
ITM022504,PRJ0702,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,1.0,50730.74,50730.74
ITM022511,PRJ0702,Electrical,Switchgear,Main LT panel (custom),nos,1.0,174423.18,174423.18
ITM022517,PRJ0703,Civil,Plastering,External cement plaster 20mm,sqm,167236.52,275.72,46110453.29
ITM022523,PRJ0703,Civil,Reinforcement,TMT steel bars Fe 500,kg,637848.49,71.61,45676330.37
ITM022524,PRJ0703,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,63120.08,707.57,44661875.01
ITM022538,PRJ0703,Electrical,Switchgear,MCB distribution board (8-way),nos,158.0,2247.76,355146.08
ITM022544,PRJ0703,Electrical,Switchgear,Main LT panel (custom),nos,2.0,130133.51,260267.02
ITM022546,PRJ0703,Electrical,Cable Trays,GI perforated cable tray,meter,7468.16,518.92,3875377.59
ITM022550,PRJ0703,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,146.0,6417.3,936925.8
ITM022576,PRJ0704,Electrical,Cable Trays,GI perforated cable tray,meter,9086.15,480.38,4364804.74
ITM022582,PRJ0705,Civil,Structural Steel,Structural steel fabrication & erection,kg,1165032.56,132.82,154739624.62
ITM022592,PRJ0705,Civil,Earthwork,Backfilling with excavated earth,cum,6345.34,159.92,1014746.77
ITM022593,PRJ0705,Civil,Doors and Windows,Aluminium windows with glazing,sqm,44319.43,4353.33,192937104.2
ITM022599,PRJ0705,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,3091.03,1557.03,4812826.44
ITM022603,PRJ0705,Electrical,Switchgear,Main LT panel (custom),nos,4.0,116279.92,465119.68
ITM022606,PRJ0705,Electrical,Cable Trays,GI perforated cable tray,meter,31079.07,455.85,14167394.06
ITM022608,PRJ0705,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,222463.67,59.16,13160950.72
ITM022611,PRJ0705,Plumbing,Drainage,PVC SWR pipe 110mm with fittings,meter,69246.23,291.04,20153422.78
ITM022616,PRJ0706,Civil,Reinforcement,TMT steel bars Fe 500,kg,2001626.72,69.98,140073837.87
ITM022625,PRJ0706,Civil,Masonry,AAC block masonry (200mm),sqm,137164.82,662.07,90812712.38
ITM022626,PRJ0706,Civil,Earthwork,Excavation for foundation,cum,5828.62,248.26,1447013.2
ITM022633,PRJ0706,Electrical,Earthing,Earthing pit with GI strip,nos,127.0,5358.43,680520.61
ITM022642,PRJ0706,Plumbing,Water Supply,CPVC pipe 25mm with fittings,meter,59016.22,214.75,12673733.25
ITM022644,PRJ0707,Civil,Structural Steel,Structural steel fabrication & erection,kg,1226647.51,116.34,142708171.31
ITM022646,PRJ0707,Civil,Earthwork,Backfilling with excavated earth,cum,5039.68,193.81,976740.38
ITM022648,PRJ0707,Civil,Concrete,RCC M25 for slabs/beams,cum,11832.57,9071.7,107341525.27
ITM022676,PRJ0708,Civil,Masonry,AAC block masonry (200mm),sqm,31471.76,616.44,19400451.73
ITM022683,PRJ0708,Civil,Roofing,RCC roof slab with waterproofing,sqm,99519.54,1316.96,131063253.4
ITM022691,PRJ0708,Electrical,Lighting,LED street/flood light 50W,nos,166.0,3028.28,502694.48
ITM022695,PRJ0708,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,3630.63,788.93,2864312.93
ITM022700,PRJ0708,Electrical,Switchgear,Main LT panel (custom),nos,1.0,123665.01,123665.01
ITM022704,PRJ0708,Electrical,Lighting,Emergency exit light,nos,84.0,1182.58,99336.72
ITM022706,PRJ0708,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,3.0,107726.73,323180.19
ITM022711,PRJ0709,Civil,Masonry,AAC block masonry (200mm),sqm,67437.02,685.46,46225379.73
ITM022715,PRJ0709,Civil,Concrete,RCC M25 for slabs/beams,cum,5820.3,8944.9,52062001.47
ITM022723,PRJ0709,Civil,Waterproofing,Terrace waterproofing (APP membrane),sqm,14656.07,442.75,6488974.99
ITM022724,PRJ0709,Civil,Plastering,Internal cement plaster 12mm,sqm,325354.81,231.62,75358681.09
ITM022730,PRJ0709,Electrical,Switchgear,Main LT panel (custom),nos,2.0,104623.56,209247.12
ITM022731,PRJ0709,Electrical,Switchgear,MCB distribution board (8-way),nos,174.0,2051.19,356907.06
ITM022736,PRJ0709,Electrical,Lighting,LED street/flood light 50W,nos,190.0,2286.59,434452.1
ITM022744,PRJ0709,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,4.0,87982.79,351931.16
ITM022745,PRJ0709,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,144.0,11721.94,1687959.36
ITM022748,PRJ0710,Civil,Concrete,RCC M25 for slabs/beams,cum,4273.02,8799.37,37599884.0
ITM022753,PRJ0710,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1293.64,4208.61,5444426.24
ITM022757,PRJ0710,Civil,Earthwork,Excavation for foundation,cum,2730.04,171.22,467437.45
ITM022760,PRJ0710,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,789525.24,789525.24
ITM022764,PRJ0710,Electrical,Cables,XLPE armoured cable 3.5C x 95 sqmm,meter,1925.91,1307.57,2518262.14
ITM022765,PRJ0710,Electrical,Switchgear,MCB distribution board (8-way),nos,208.0,1858.15,386495.2
ITM022766,PRJ0710,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,225007.01,27.18,6115690.53
ITM022767,PRJ0710,Electrical,DG Set,Diesel generator set (backup),nos,1.0,736776.06,736776.06
ITM022770,PRJ0710,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2167.06,788.27,1708228.39
ITM022772,PRJ0710,Electrical,Earthing,Earthing pit with GI strip,nos,50.0,4184.5,209225.0
ITM022776,PRJ0710,Plumbing,Water Tank,Overhead RCC/PVC water tank,nos,8.0,53489.24,427913.92
ITM022781,PRJ0711,Civil,Structural Steel,Structural steel fabrication & erection,kg,350776.72,132.47,46467392.1
ITM022788,PRJ0711,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,1364.66,4613.64,6296049.96
ITM022793,PRJ0711,Civil,Earthwork,Excavation for foundation,cum,2701.65,219.18,592147.65
ITM022794,PRJ0711,Civil,Roofing,RCC roof slab with waterproofing,sqm,109787.1,1621.35,178003314.59
ITM022807,PRJ0711,Plumbing,Pumps,Centrifugal water pump set,nos,4.0,19559.42,78237.68
ITM022818,PRJ0712,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,43.73,5785.38,252994.67
ITM022819,PRJ0712,Civil,Painting,Interior emulsion paint (2 coats),sqm,5839.81,147.22,859736.83
ITM022826,PRJ0712,Civil,Roofing,RCC roof slab with waterproofing,sqm,2699.22,1783.02,4812763.24
ITM022827,PRJ0712,Civil,Earthwork,Backfilling with excavated earth,cum,48.91,210.85,10312.67
ITM022828,PRJ0712,Civil,Painting,Exterior weatherproof paint,sqm,3164.28,157.26,497614.67
ITM022830,PRJ0712,Electrical,Switchgear,MCB distribution board (8-way),nos,4.0,3082.02,12328.08
ITM022832,PRJ0712,Electrical,DG Set,Diesel generator set (backup),nos,1.0,981836.14,981836.14
ITM022836,PRJ0712,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,690770.98,690770.98
ITM022859,PRJ0713,Civil,Masonry,Brickwork in CM 1:6 (230mm),sqm,76871.17,656.48,50464385.68
ITM022861,PRJ0713,Civil,Earthwork,Backfilling with excavated earth,cum,2377.66,140.94,335107.4
ITM022865,PRJ0713,Civil,Doors and Windows,Aluminium windows with glazing,sqm,13066.33,4572.26,59742658.01
ITM022868,PRJ0713,Electrical,Cable Trays,GI perforated cable tray,meter,7107.14,431.26,3065025.2
ITM022870,PRJ0713,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,12.0,33694.79,404337.48
ITM022879,PRJ0713,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,26232.0,236088.0
ITM022893,PRJ0714,Civil,Doors and Windows,Flush doors with frame,nos,115.0,11024.46,1267812.9
ITM022894,PRJ0714,Civil,Plastering,External cement plaster 20mm,sqm,117435.65,232.53,27307311.69
ITM022896,PRJ0714,Civil,Structural Steel,Structural steel fabrication & erection,kg,455560.12,98.29,44777004.19
ITM022902,PRJ0714,Electrical,Cables,XLPE armoured cable 3.5C x 50 sqmm,meter,2952.35,701.3,2070483.05
ITM022915,PRJ0714,Electrical,Earthing,Earthing pit with GI strip,nos,28.0,4924.33,137881.24
ITM022920,PRJ0714,Plumbing,Pumps,Centrifugal water pump set,nos,9.0,35805.36,322248.24
ITM022927,PRJ0715,Civil,Roofing,RCC roof slab with waterproofing,sqm,106072.57,1579.48,167539502.86
ITM022943,PRJ0715,Electrical,Wiring,PVC insulated copper wire 2.5 sqmm,meter,132152.46,42.43,5607228.88
ITM022951,PRJ0716,Civil,Plastering,External cement plaster 20mm,sqm,47487.81,290.23,13782387.1
ITM022959,PRJ0716,Civil,Earthwork,Backfilling with excavated earth,cum,657.74,216.15,142170.5
ITM022961,PRJ0716,Civil,Painting,Interior emulsion paint (2 coats),sqm,106763.36,164.13,17523070.28
ITM022962,PRJ0716,Civil,Masonry,AAC block masonry (200mm),sqm,18966.76,802.2,15215134.87
ITM022966,PRJ0716,Civil,Concrete,RCC M25 for footings/columns,cum,1418.8,9699.36,13761451.97
ITM022970,PRJ0716,Electrical,Fire Safety Electrical,Fire alarm panel & detectors,nos,4.0,34164.53,136658.12
ITM022971,PRJ0716,Electrical,Lighting,Emergency exit light,nos,42.0,1636.54,68734.68
ITM022972,PRJ0716,Electrical,Conduiting,PVC conduit pipe 25mm with accessories,meter,31717.36,58.2,1845950.35
ITM022987,PRJ0717,Civil,Doors and Windows,Flush doors with frame,nos,326.0,11308.06,3686427.56
ITM022988,PRJ0717,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,2346.41,4405.02,10335982.98
ITM022990,PRJ0717,Civil,Concrete,RCC M25 for footings/columns,cum,5603.05,8675.37,48608531.88
ITM023010,PRJ0717,Electrical,Wiring,PVC insulated copper wire 4 sqmm,meter,114131.0,50.08,5715680.48
ITM023016,PRJ0717,Plumbing,Sanitary Fittings,Water closet (WC) with flush tank,nos,263.0,7879.54,2072319.02
ITM023019,PRJ0718,Civil,Concrete,PCC (Plain Cement Concrete) 1:4:8,cum,280.89,5321.54,1494767.37
ITM023025,PRJ0718,Civil,Earthwork,Excavation for foundation,cum,550.06,260.74,143422.64
ITM023030,PRJ0718,Electrical,Cable Trays,GI perforated cable tray,meter,1307.45,450.28,588718.59
ITM023033,PRJ0718,Electrical,DG Set,Diesel generator set (backup),nos,1.0,589253.25,589253.25
ITM023036,PRJ0718,Electrical,Sockets and Switches,Modular switch/socket points,nos,436.0,530.25,231189.0
ITM023038,PRJ0718,Electrical,Transformer,Distribution transformer (as per load calc),nos,1.0,655470.96,655470.96
ITM023043,PRJ0718,Plumbing,Sanitary Fittings,Wash basin with fittings,nos,31.0,5828.07,180670.17
ITM023049,PRJ0719,Civil,Reinforcement,TMT steel bars Fe 500,kg,402108.42,78.23,31456941.7
